90000|F|Lucky Lady!|MCO f 09|...|ACA 78745-1||
90001|M|Thunderpaws Stone Soup|MCO e 23|20-06-1995|TICA SBT 062095 052|89995|89996
90002|F|Cameowcoons Shea of Thunderpaws|MCO n 23|...|CFF 1458F2-108295|89997|89998
90003|M|Thunderpaws (CFA:Thund-O-Pawz) Stone Soldi|MCO n 22|03-01-1997|CFA 0042-1293076 V0400|90001|90002
90004|F|Surprise Me Laura of Thunderpaws|MCO f 09|...|ACA 78846-2|89999|90000
90005|F|Thunderpaws Surprise Party|MCO f 09|...|CFF 703F1-110088|90001|90004
90006|F|Thunderpaws Jade of SSL|MCO g 09 23|21-02-2000|TICA SBT 022100 038|90003|90005
90007|M|Jarnac Rembrandt Master Piece|MCO n 09 23|09-04-2000|TICA SBT 040900 026|84671|84678
90008|F|GetTogetherCats Coco Chanel|MCO f 09|21-07-2001|FD LO 112884|90007|90006
90009|M|Bonni-Bir Linden of Shoemakers|SBI c|12-08-1988|CFA 0184-638797 V1190||
90010|F|Softasilk Terra's Hope of Marquesan|SBI n|...|CFA 0183-790515||
90011|M|Bonni-Bir One of a Kind of Capcats|SBI c|...|CFA 0184-765093||
90012|F|Wynsome-Bir Oriana|SBI n|...|CFA 0183-793624||
90013|M|Jockel vom Pankeufer|SBI n|...|1.DEKZV LO 111457||
90014|F|Cosel v. Mägdebrunnen|SBI n|...|1.DEKZV LO 153901||
90015|M|Las Perlas-sin Harmony|SBI a 21|...|(D)RKC 7335|21158|48055
90016|F|Arabella de Bergerot|SBI a 21|...|WCF DE 8254||
90017|F|Mahazedi's Lilac Blossom|SBI c 21|...|WCF DE 19144|90015|90016
90018|M|Shwechinthe Huso|SBI c|...|CCCA CC (C) 19959||
90019|F|Tiantoyn Tinkerbell|SBI g|...|CCCA CC (C) 71092||
90020|M|Majik Dom Perignon|SBI b|...|Kat ID: 241605||
90021|F|Kamela Xia Xiang|SBI n|...|CCCA CC (C) 111407||
90022|M|Nikat Dodge|SBI e|...|CCCA CC (C) 20883/94|90018|90019
90023|F|Sarika Choc Bit|SBI n|...|CCCA CC (C) 121663|90020|90021
90024|M|Nicsha Champagne on Ice|SBI c|...|WCF DE 8317|90018|90023
90025|M|Mahazedi's Lilac Fuchur|SBI c 21|...|WCF DE 40463|90024|90017
90026|F|Sarika Fiasco of Mahazedi's|SBI h|...|CCCA CC (C) 9700036|90022|90023
90027|F|Mahazedi's Natalie|SBI j 21|...|RKC 300859|90025|90026
90028|F|Mahazedi's Vayana|SBI g|31-07-2001|FD LO 112885|89560|90027
90029|M|Dan-Ar-Braz de Mainrita|...|08-02-1996|FFF LO 77506|46171|89790
90030|M|Silvercoon's Batman|MCO ns 23|05-06-1997|1.ITAVC MCO-97.06.0289|89786|89789
90031|M|Abnaki's Alabama Slamer|MCO n 22|...|1.DEKZV RX 253677|90030|89788
90032|F|Zephyr-OT of Noahs Ark|MCO n 22|...|1.DEKZV LO 244327|90029|26867
90033|F|Heaven of Classic Dreams|MCO n 22|...|1.DEKZV LO 259213|90031|90032
90034|M|Merryborn's Lucas|MCO n 22|28-06-2001|FD LO 112886|78100|90033
90035|M|Keepsake Kane|RAG n|...|GCCF CSEXP 166226||
90036|F|Emerisle Martini|RAG a 03|...|GCCF CSEXP 245526||
90037|F|Ragamour Porita|RAG n 04|...|GCCF CSEXP 274505|90035|90036
90038|F|Sueragdandy Empress Lilly|RAG n 04|...|GCCF CSEXP 322678|89796|90037
90039|M|Polcann's Sunrise-Rider|PER d|27-03-1991|CFA 0140-698293 V0692|76600|
90040|F|Polcann's Painted-Lady|PER f|10-07-1990|CFA 0147-636982 V0292||
90041|M|Dearborn Sonbeam|PER e 03 23|09-09-1990|CFA 1192-674736 V1191|26834|95258
90042|F|Whitthaven's Bit O' Honey, DM|PER n 22|04-10-1987|CFA 0145-430349 V0189|42087|26835
90043|F|Q-T Cats Fara of Pironti, DM|PER e|10-04-1990|CFA 0115-625725 V0164||
90044|F|Casimar Critter of Spellbound|PER n|29-07-1990|CFA 0109-678687 V1091||
90045|M|Polcann's Bordeaux|PER d|11-09-1992|CFA 0140-844255 V0694|90039|90040
90046|F|Dearborn's My Blue Angel of Polcann|PER g 23|07-09-1991|CFA 0153M-755108 V0892|90041|90042
90047|M|Pironti T K O|PER d|08-06-1992|CFA 0140-795982 V0794|76598|90043
90048|M|Spellbound Tom Cruise of Light Air|PER w 62|28-07-1991|CFA 0102-729205 V0995|39346|90044
90049|F|Sanova Midwest Chip of Jovan|EXO n 22|23-05-1994|CFA 7745-997037 V0995|66393|24376
90050|M|Spellbound New Vision|EXO n 23|08-06-1996|CFA 7744M-1072398 V797|90048|90049
90051|F|Spellbound New Hue of Light Air|EXO ns 03 22|20-07-1997|CFA 7793-1142700 V0698|90050|75921
90052|M|Polcann's Make-My-Day of Prestega|PER a 22|26-04-1994|CFA 0152-932628 V1295|90045|90046
90053|F|Pironti Katya|PER e|18-04-1995|CFA 0115-1001830 V0397|90047|83650
90054|M|Prestega Sweet Talking Guy|PER e|16-08-1997|CFA 0114-1172098 V0601|90052|90053
90055|M|Light Air Mowglee|EXO ns 22 62|03-05-2001|FD LO 112887|90054|90051
90056|M|DK Shanty's Osiris|MCO ds 22|06-11-2001|FD LO 112888|82944|70077
90057|F|DK Shanty's Angel Fire|MCO fs|06-11-2001|FD LO 112889|82944|70077
90058|F|DK Shanty's Kahlua|MCO f 22|06-11-2001|FD LO 112890|82944|70077
90059|F|DK Shanty's Kandis|MCO f 22|06-11-2001|FD LO 112891|82944|70077
90060|M|DK Divine Hot Stuff|PER d|10-11-2001|FD LO 112892|64678|66227
90061|M|DK Divine Final Countdown|PER d 03|10-11-2001|FD LO 112893|64678|66227
90062|M|DK Divine It's Raining Men|PER d 03|10-11-2001|FD LO 112894|64678|66227
90063|M|DK Nasada's Starlet|PER a 33|09-11-2001|FD LO 112895|76758|55828
90064|F|DK Nasada's Starlight|PER n 33|09-11-2001|FD LO 112896|76758|55828
90065|F|DK Nasada's Falling Star|PER n 33|09-11-2001|FD LO 112897|76758|55828
90066|F|DK Nasada's Twingling Star|PER n 33|09-11-2001|FD LO 112898|76758|55828
90067|M|DK Nasada's Stargazer|PER a 33|09-11-2001|FD LO 112899|76758|55828
90068|M|DK Nasada's Shooting Star|PER e 33|09-11-2001|FD LO 112900|76758|55828
90069|M|DK Wildenrath's Aske|MCO ns 23|14-11-2001|FD LO 112901|76574|80884
90070|M|DK Wildenrath's Arkus|MCO ns 23|14-11-2001|FD LO 112902|76574|80884
