26616;F;Utopia af Ølsted;SIA b 21;19930216;FD LO 70685;26535;26535;SIA b 21;35000;OSH n 24
26633;M;Bellamis' Joop;SIA b;19930524;FD LO 72007;7490;7490;SIA d;17148;SIA h
26640;F;DK Thurah Ix;OSH n 24;19981107;FD RX 13249;60356;60356;OSH ns 24;65904;OSH n 25
26707;M;DK Player's Onassis;OSH n;19930611;FD LO 72128;33126;33126;OSH n;47650;SIA b
26711;F;Nadia 93-31;SIA c;19930125;FD LO 70302;25984;25984;SIA n 21;25983;SIA n
26729;M;DK Mefisto's Ramses;SIA a;19921223;FD LO 70342;20413;20413;SIA a 21;61403;SIA n
26730;M;DK Micheyl's Don' Atello;BAL a;19910310;FD LO 62371;23501;23501;BAL a 21;71682;BAL a 21
26738;F;Winnetou's Mixed Rebecca;OSH f;19940321;FD LO 75349;50243;50243;OSH a 24;53403;SIA h
26815;M;Misriya's Papageno;SIA b 21;19911102;FD LO 65931;33602;33602;OSH b;15448;SIA n 21
26847;F;Xynthia Naryschkina*D;SIA w 67;19930118;FD LO 70230;22495;22495;SIA b;38861;SIA w 67
26863;M;DK Dinasty's Vetus;OSH d 24;19930402;FD LO 71374;21450;21450;OSH d 24;47872;OSH d 24
26868;M;Ya Tamu Sokoki Black;OSH n;19920506;FD LO 69718;24658;24658;OSH n;24659;OSH n 24
26873;F;Bellamis' Only;OSH h;19940611;FD LO 76340;31800;31800;OSH d;36066;OSH f
26885;M;DK Syvagergård's Laban;BAL a;19940101;FD LO 74706;26730;26730;BAL a;46768;SIA w 67
26908;M;DK Otium Valde;SIA a;19930126;FD LO 70433;15539;15539;SIA a;28554;SIA b
26912;M;Bellamis' Lacoste;OSH e;19930630;FD LO 72275;33126;33126;OSH n;36066;OSH f
26928;F;Farina Princess Joy;SIA n;19920711;FD LO 68681;13512;13512;SIA n 21;18855;SIA n
26969;M;Dansemus 93-79;SIA n;19930307;FD LO 71292;31537;31537;SIA n;37467;SIA n
26980;F;Klingeskov's Dia;SIA n;19930629;FD LO 72105;17991;17991;SIA n;40111;SIA a
26982;M;DK Siaental Simply Red;SIA d;19921112;FD LO 69533;3254;3254;SIA d;28878;SIA d
26989;F;Hamilton's choco Miranda;SIA b;19951124;FD LO 83784;1635;1635;SIA a;16724;SIA b 21
27055;F;Sun Read blue Trine;SIA a;19940827;FD LO 78229;1635;1635;SIA a;34970;SIA c
27078;F;Misriya's Tessa;SIA b;19930315;FD LO 70928;29298;29298;SIA b 21;20933;OSH b 24
27089;F;Ciumbia D.Grassetto DK;SIA b;19930224;FD RX 8760;26158;26158;SIA b;27342;BAL a 21
27092;M;DK Kragemose Elwis;SIA n;19930207;FD LO 70943;14330;14330;SIA n;32702;SIA n
27093;F;DK Kragemose Olivia;SIA n;19930207;FD LO 70944;14330;14330;SIA n;32702;SIA n
27096;M;Nissen's Emilio;OSH e;19930311;FD LO 70945;23794;23794;SIA d;32457;OSH h
27098;M;DK Von Jungs Amazing Alfredo;SIA d;19960725;FD LO 87510;52066;52066;SIA n;46890;SIA f
27113;M;DK Syvagergård's Geisli;BAL w 67;19930527;FD LO 72180;26730;26730;BAL a;46768;SIA w 67
27159;M;Dan-Thai's Negus Negesti;SIA n;19930224;FD LO 70996;29316;29316;SIA a;46741;SIA n
27160;M;Dan-Thai's Narkissos;SIA a;19930224;FD LO 70997;29316;29316;SIA a;46741;SIA n
27164;M;Hamilton's black Fandango;SIA n;19930201;FD LO 70581;41986;41986;SIA n 21;32699;SIA f
27192;M;DK Dejbjærg's Mister;OSH a 24;19930405;FD LO 71027;23794;23794;SIA d;42478;OSH n 24
27211;F;Allegretto's Gulnare;OSH b 24;19850412;FD LO 40079;3549;3549;OSH c;15329;SIA b 21
27220;M;DK Misbehavin' I. Q.;OSH d;19920214;FD LO 66449;20202;20202;OSH d;73278;OSH d
27221;F;Jutlandia's Wendy;OSH n 24;19930308;FD LO 71055;23300;23300;OSH a 24;27211;OSH b 24
27222;M;Jutlandia's Xingo;OSH n 24;19930314;FD LO 71056;23300;23300;OSH a 24;20345;SIA n 21
27223;F;Jutlandia's Xenia;OSH b 24;19930314;FD LO 71057;23300;23300;OSH a 24;20345;SIA n 21
27224;F;Jutlandia's Xanadue;SIA n;19930314;FD LO 71058;23300;23300;OSH a 24;20345;SIA n 21
27225;F;Jutlandia's Xaviera;SIA n;19930314;FD LO 71059;23300;23300;OSH a 24;20345;SIA n 21
27272;M;O'Malley 95-8;SIA d 21;19941024;FD LO 78917;26815;26815;SIA b 21;39366;SIA h
27307;F;DK Danish Idol's Tortie Babie;SIA f;19910209;FD LO 62429;7939;7939;SIA d;27765;SIA b
27319;F;DK Piaf's Bibi;SIA f;19940430;FD LO 76753;56924;56924;OSH o;15131;OSH f
27321;M;Thiotepas Zigzag;SIA d;19930923;FD LO 73801;22558;22558;SIA n;48809;SIA f
27342;F;Nemusa di Sinagrida Blu;BAL a 21;19881122;FD LO 67955;21770;21770;BAL a;21777;BAL a 21
27350;F;Misriya's Blue Katharina;OSH a 23;19900726;FD LO 60458;9658;9658;OSH a 23;26363;OSH n
27352;F;Puschkova's Bonnie II;OSH n 23;19930306;FD LO 71145;45865;45865;SIA n 21;27350;OSH a 23
27353;F;Tung-Si Creme Usambara;SIA e;19930628;FD LO 71773;28086;28086;SIA d;20318;SIA h
27366;F;Angelica's Cecilje-Key;SIA b;19930604;FD LO 72425;22495;22495;SIA b;29159;SIA b
27368;M;Siron Aqvaheat DK;SIA b;19930425;FD LO 71165;22495;22495;SIA b;25547;SIA w 67
27369;M;Itaye Aqvaheat DK;SIA b;19930425;FD LO 71166;22495;22495;SIA b;25547;SIA w 67
27372;M;Yogi Naryschkina*D;SIA n;19930818;FD LO 73513;5531;5531;SIA n;38861;SIA w 67
27387;M;DK Dancer Dandy-man;SIA n;19940623;FD LO 77131;48841;48841;SIA n;44693;SIA f
27392;M;Winnetou's Thomas;SIA a 21;19930418;FD LO 71414;20413;20413;SIA a 21;27566;OSH a 24
27433;M;DK Chilli Cat's Red Adonis;SIA d;19930310;FD LO 71235;22495;22495;SIA b;27307;SIA f
27434;F;DK Chilli Cat's Bright Artemis;SIA b;19930310;FD LO 71236;22495;22495;SIA b;27307;SIA f
27440;M;Likita Yale;SIA c;19930423;FD LO 71242;21544;21544;SIA d;37352;SIA n
27441;F;Hamilton's Mis Jane;SIA n;19941028;FD LO 78881;20729;20729;SIA c;32699;SIA f
27442;F;Rigmor von ST. DK;SIA n;19930409;FD LO 71247;60684;60684;SIA n;11255;SIA n
27471;F;Ivery 94-35;SIA d;19931204;FD LO 74515;7490;7490;SIA d;17427;OSH f
27472;M;DK Blue Bijou's Nicki;SIA n;19930612;FD LO 72380;9716;9716;SIA n;2789;SIA n
27478;M;Nissen's Faro;SIA n;19930903;FD LO 73382;1713;1713;OSH b;22146;SIA n 21
27487;F;DK Thurah Cumulunimbus;OSH ns;19960117;FD RX 11084;47465;47465;OSH bs 24;65904;OSH n 25
27490;F;Bellamis' Noa Noa;OSH f;19930724;FD LO 72279;7490;7490;SIA d;28312;OSH f
27491;M;Dansemis 93-80;SIA n;19930307;FD LO 71293;31537;31537;SIA n;37467;SIA n
27505;F;DK Micheyl's Tootsie;SIA a;19930327;FD LO 71282;29316;29316;SIA a;34765;SIA n
27530;M;Hamilton's black Diamond;SIA n;19940314;FD LO 75403;41986;41986;SIA n 21;32118;SIA n
27541;F;DK Kulshan's Ofelia;SIA a;19930512;FD LO 71735;20222;20222;SIA c;15908;SIA a
27546;F;DK Micheyl's Konkubine;SIA a;19930327;FD LO 71281;29316;29316;SIA a;34765;SIA n
27547;M;Cagliostro D.Grassetto DK;OSH a;19930316;FD RX 8763;15796;15796;SIA c 21;25338;OLH a
27565;M;Bellamis' Laroche;OSH d;19930630;FD LO 72274;33126;33126;OSH n;36066;OSH f
27566;F;Winnetou's Kolibri;OSH a 24;19870519;FD LO 47315;2952;2952;SIA n;50242;OSH n 24
27572;F;Beatrice de Mon Amour DK;SIA g;19941111;FD LO 78737;58531;58531;OSH n;45076;SIA j
27576;M;DK Dinasty's Clinton;SIA d;19930402;FD LO 71377;21450;21450;OSH d 24;47872;OSH d 24
27582;F;DK Battlefield's Black Jaguar;OSH n;19930529;FD LO 73734;33126;33126;OSH n;25549;OSH b
27620;F;Julia von ST. DK;SIA n;19930409;FD LO 71245;60684;60684;SIA n;11255;SIA n
27633;M;Baldrians Sinuhe;OSH b 24;19930430;FD LO 71427;22648;22648;OSH b 24;36242;SIA n
27666;F;DK Dancer Anina;SIA b;19930610;FD LO 72801;31537;31537;SIA n;34186;OSH b
27669;F;DK Kristianshøj's Mia;OSH b;19921202;FD LO 69930;12604;12604;OSH n;19186;SIA n
27670;M;DK Siaental Red Devil;OSH d;19940404;FD LO 77324;35602;35602;OSH as;28878;SIA d
27671;F;DK Haslund's Elva;SIA n 21;19931217;FD LO 74714;71057;71057;SIA c 21;53150;SIA n 21
27704;M;Silver Toblerone af Fuga;OSH bs;19960125;FD LO 85447;47465;47465;OSH bs 24;44186;OSH n
27712;F;DK Dreier's Delicious Denise;SIA g;19930412;FD LO 71489;7490;7490;SIA d;38438;SIA g
27747;F;DK Player's Cecilia;OSH j;19900414;FD LO 58438;6260;6260;SIA e;6258;OSH n
27765;F;Angelica's Odette;SIA b;19891110;FD LO 57480;10891;10891;SIA w 67;16528;SIA n
27771;F;Sacia 93-30;SIA n;19930125;FD LO 70301;25984;25984;SIA n 21;25983;SIA n
27780;F;Sofie of Solija DK;SIA c;19930125;FD RX 8601;17904;17904;BAL a;26309;SIA c 21
27781;F;DK Pega-Gato Miz-Ære;SIA b;19950106;FD LO 79381;32350;32350;SIA b;46826;SIA a
27785;M;DK Dinasty's Frederik;SIA n;19930228;FD LO 70758;21450;21450;OSH d 24;44493;OSH f
27787;M;DK Dinasty's Valdemar;SIA a;19930228;FD LO 70759;21450;21450;OSH d 24;44493;OSH f
27800;F;Misriya's Black Sheeba;OSH n;19930207;FD LO 70477;30446;30446;OSH n 23;26363;OSH n
27808;M;Astrakhan's Fair Antilope;SIA b;19940315;FD LO 75643;16247;16247;SIA b;40505;SIA n
27815;F;Misriya's Toffee Trold;OSH b 24;19930315;FD LO 70931;29298;29298;SIA b 21;20933;OSH b 24
27822;M;DK Point-Ears Perfect Pierre;SIA n;19930329;FD LO 70800;20290;20290;OSH c;36634;SIA n 21
27838;M;DK Battlefield's Brown Mc'Laren;OSH b;19930529;FD LO 73737;33126;33126;OSH n;25549;OSH b
27871;F;DK Vestergård's Amanda;SIA w 67;19901102;FD LO 61381;6823;6823;SIA w 67;10116;SIA a
27872;M;Raven 94-92;OSH b;19940504;FD LO 76105;34990;34990;OSH d;34989;OSH h
27925;M;Vitalius af Ølsted;OSH n;19931226;FD LO 74700;32935;32935;SIA n 21;35000;OSH n 24
27927;M;White Tan's Tabby Epsilon;SIA n 21;19940527;FD LO 77120;36722;36722;SIA n 21;37421;SIA a
27973;M;Baldrians special Metanis;OSH n 24;19930430;FD LO 71428;22648;22648;OSH b 24;36242;SIA n
27977;M;Yari Naryschkina*D;SIA w 67;19930818;FD LO 73514;5531;5531;SIA n;38861;SIA w 67
27987;M;DK Lamidi's Kipini;BAL a;19911102;FD LO 65910;17904;17904;BAL a;9394;BAL n
27994;F;Nissen's Roxane;OSH b;19890727;FD RX REG 1395;;;;15274;SIA c
27999;F;Nissen's Nelda;SIA n;19950816;FD LO 82278;34841;34841;SIA b;56423;SIA n
28050;M;DK O Toyo's Lucky Luke;SIA d;19930313;FD LO 70584;1635;1635;SIA a;45985;SIA f
28053;M;DK Kulshan's Simon;SIA a;19930512;FD LO 71732;20222;20222;SIA c;15908;SIA a
28054;M;DK Kulshan's Kasper;SIA a;19930512;FD LO 71733;20222;20222;SIA c;15908;SIA a
28083;F;DK Blue Moon's Rosa;SIA n;19931102;FD LO 74374;22558;22558;SIA n;22627;SIA n
28086;M;Tung-Si Røde Sol;SIA d;19920414;FD LO 67081;7843;7843;SIA w 67;20318;SIA h
28091;M;White Tan's Dark Camelot;SIA n;19900801;FD LO 60478;10938;10938;SIA n;11949;SIA b
28105;M;Canasta's Chopin;OSH b 24;19930905;FD LO 73597;51813;51813;OSH b 24;35823;OSH b 24
28168;M;Hamilton's Golden Figaro;SIA d;19930201;FD LO 70582;41986;41986;SIA n 21;32699;SIA f
28206;M;Angelica's White Doo-Doo;SIA w 67;19930308;FD LO 70460;22495;22495;SIA b;26307;SIA w 67
28209;F;DK Point-Ears Miss Michelle;SIA a;19930329;FD LO 70802;20290;20290;OSH c;36634;SIA n 21
28213;M;DK Point-Ears Napoléon;SIA a;19930329;FD LO 70801;20290;20290;OSH c;36634;SIA n 21
28235;F;Canasta's Sweet Marilyn;OSH n 24;19930330;FD LO 71043;33126;33126;OSH n;35823;OSH b 24
28237;M;Bellamis' Azzaro;OSH n;19910820;FD LO 64229;7490;7490;SIA d;6367;OSH f
28241;F;DK Dinasty's Gretchen;SIA d;19930402;FD LO 71378;21450;21450;OSH d 24;47872;OSH d 24
28242;F;DK Dinasty's Baloo;OSH d 24;19930402;FD LO 71375;21450;21450;OSH d 24;47872;OSH d 24
28244;M;Podo 93-33;SIA n 21;19930125;FD LO 70304;25984;25984;SIA n 21;25983;SIA n
28245;M;Poko 93-34;SIA a;19930125;FD LO 70305;25984;25984;SIA n 21;25983;SIA n
28254;M;DK Smukke Siams Hvide Theseus;SIA w 67;19920323;FD LO 66792;34885;34885;SIA w 67;61827;SIA n
28280;F;DK Syvagergård's Snow Girl;SIA w 67;19940101;FD RX 9437;26730;26730;BAL a;46768;SIA w 67
28301;M;Puschkova's Figaro;OSH n;19950324;FD LO 80425;33133;33133;OSH n 23;32055;OSH n
28312;F;Bellamis' Unusual Unni;OSH f;19900418;FD LO 59521;19553;19553;OSH d;26542;OSH f
28319;F;DK Ayudha's Tilde;OSH n;19910527;FD LO 64117;6845;6845;OSH b;19645;OSH n
28350;F;DK Player's Universe of blue Urte;OSH g 24;19940514;FD LO 76285;71057;71057;SIA c 21;43502;OSH f
28369;M;Tung-Si Tabby Tarazed;SIA b 21;19930420;FD LO 71771;28086;28086;SIA d;38980;SIA w 67
28410;F;Canasta's Kivi;OSH b 24;19940627;FD LO 77247;35822;35822;OSH b 24;35823;OSH b 24
28491;M;Bellamis' Égoiste;SIA d;19921123;FD LO 70092;28237;28237;OSH n;26542;OSH f
28534;M;Santiago's Baloo;SIA d;19850705;FD LO 41350;1408;1408;SIA n;16920;SIA f
28539;M;DK Seraya's Nietche;OSH b;19930130;FD RX 8604;17904;17904;BAL a;26284;OSH b
28552;M;Winnetou's Janus;SIA a 21;19930418;FD LO 71412;20413;20413;SIA a 21;27566;OSH a 24
28553;M;Winnetou's Gonzo;SIA a 21;19930418;FD LO 71413;20413;20413;SIA a 21;27566;OSH a 24
28554;F;DK Otium Ditte;SIA b;19871224;FD LO 50292;4695;4695;SIA a;5920;SIA b
28556;F;Misriya's Miss Molly;SIA n;19900822;FD LO 61090;30446;30446;OSH n 23;15448;SIA n 21
28557;F;Fifi de Larousse DK;SIA n;19950903;FD LO 82726;73629;73629;SIA n;45102;SIA n
28564;F;Endora Ferraù;OLH gs;19960703;FD RX 12635;60657;60657;OLH ds 23;60664;OLH bs 24
28565;F;Tinna Ur álögum DK;SIA n;19930704;FD RX 9015;24064;24064;BAL a;29416;SIA b 21
28599;M;Richelieu;OLH ns 24;19911005;FD LO 67957;22877;22877;OSH bs 25;25338;OLH a
28600;M;Chinotto D.Grassetto DK;BAL a 21;19930316;FD LO 71352;15796;15796;SIA c 21;25338;OLH a
28603;F;White Tan's Blue Pearl;OSH a;19840813;FD LO 38504;34172;34172;OSH a;15748;SIA w 67
28642;F;Dan-Thai's Poppy;SIA n 21;19940507;FD LO 76827;36574;36574;SIA n 21;46741;SIA n
28643;F;S*Splendid's Pretty Woman;SIA d 21;19950318;FD LO 81649;30508;30508;SIA e;43720;SIA f 21
28644;M;DK O Toyo's Jacuzzi;SIA d;19920513;FD LO 67555;25324;25324;SIA n 21;45985;SIA f
28645;F;Calmigan D.Grassetto DK;OLH a 24;19930316;FD LO 71848;15796;15796;SIA c 21;25338;OLH a
28661;M;Nissen's Kimba;SIA a;19940503;FD LO 76396;1713;1713;OSH b;17877;SIA a
28690;F;Aquilegia af Bajang;OSH d 25;19930410;FD LO 71606;7797;7797;OSH d 24;25533;OSH d
28695;M;DK Player's Ulysses;OSH c;19940514;FD LO 76283;71057;71057;SIA c 21;43502;OSH f
28702;M;Sphinx Gordon;OSH c;19971124;FD LO 92915;57402;57402;OSH e;60598;OSH h 24
28707;F;Bøgevænget's Fayzy;OSH b 24;19930514;FD LO 71879;33126;33126;OSH n;31938;SIA b 21
28713;F;Dan-Thai's Odette;SIA n;19930826;FD LO 73130;9716;9716;SIA n;46741;SIA n
28715;M;Nissen's Foxy;SIA b;19930903;FD LO 73384;1713;1713;OSH b;22146;SIA n 21
28731;F;Salween Blue's Mabel;SIA a;19910708;FD LO 66228;10135;10135;SIA a;4498;SIA a
28744;F;Nissen's Bewerly;SIA c;19920625;FD LO 68564;26158;26158;SIA b;26153;SIA a
28796;M;DK Aslan's Aske;SIA b 21;19940620;FD LO 77129;26815;26815;SIA b 21;29314;SIA b 21
28827;F;Klingeskov's Alimia;SIA n;19930527;FD LO 72104;17991;17991;SIA n;22676;SIA n
28829;F;Tanholt' Sylte;OSH f;19861222;FD LO 46050;3238;3238;OSH a;1189;OSH f
28831;F;Okonor Casablanca;SIA b 21;19880513;FD LO 61894;15202;15202;SIA n;4185;SIA b 21
28866;M;DK Micheyl's Pico;SIA n;19930615;FD LO 72364;29316;29316;SIA a;59857;SIA b
28872;F;DK Feles Grata Cin Felina;OSH n 24;19911003;FD LO 64876;13662;13662;OSH n;49258;OSH o 25
28874;F;Ljuba D.Grassetto DK;BAL c 21;19940326;FD LO 75949;15796;15796;SIA c 21;27089;SIA b
28875;F;DK Traveller's Paya;OSH n;19960401;FD LO 84914;48403;48403;OSH n;48404;SIA h
28878;F;Winnetou's Fee-Toffie;SIA d;19911024;FD LO 65518;7939;7939;SIA d;12961;SIA h
28880;M;Canasta's Harvey;OSH b;19930604;FD RX REG 1653;33126;33126;OSH n;27994;OSH b
28887;F;DK Dancer Annabelle;SIA b;19930610;FD LO 72802;31537;31537;SIA n;34186;OSH b
28904;F;Vega of Siamese Stars DK;SIA n;19940103;FD LO 75139;22558;22558;SIA n;32402;SIA n
28919;F;Bøgevænget's Rosebud;SIA h;19931017;FD LO 74109;23794;23794;SIA d;31938;SIA b 21
28922;F;Likita Xantippe;SIA a;19920319;FD LO 66576;1975;1975;SIA n;19536;SIA c
28937;F;DK Dreier's Eliza;OSH b 24;19940405;FD LO 75523;71057;71057;SIA c 21;34277;OSH f
28941;F;Bellamis' Kenzo;OSH n;19930607;FD LO 72008;28237;28237;OSH n;48320;SIA j
28947;M;DK Misbehavin' Sindbad;SIA n;19950714;FD LO 81666;19898;19898;SIA n;59857;SIA b
28964;M;DK Vestergård's Achilleus;SIA w 67;19901102;FD LO 61382;6823;6823;SIA w 67;10116;SIA a
28965;M;Likita Yang;SIA a;19930423;FD LO 71241;21544;21544;SIA d;37352;SIA n
28966;M;DK Syvagergård's Batmand;SIA a;19921112;FD RX 8905;27987;27987;BAL a;8227;SIA a
28989;F;DK Kristianshøj's Isabella;OSH n;19941211;FD LO 79051;12604;12604;OSH n;66607;OSH n
29006;F;DK Hanta Yo Blue Wiyanna;SIA a;19930628;FD LO 72354;29386;29386;SIA a;29387;SIA a
29038;M;Sphinx Willow;OSH b;19900310;FD LO 59353;31024;31024;OSH b;16494;OSH b 24
29049;M;Theo 97-167;SIA n;19971012;FD LO 92234;39008;39008;SIA n;59646;SIA n
29060;M;DK Moulin Rouge's Bonnard;SIA n;19930526;FD LO 72374;7986;7986;SIA n;11407;SIA n
29069;M;Klingeskov's Khios;SIA n;19930629;FD LO 72108;17991;17991;SIA n;40111;SIA a
29070;F;Bóthildur Sleggja DK;OSH f;19930618;FD LO 72109;28320;28320;SIA e;28319;OSH n
29071;F;Salóme Sleggja DK;OSH f;19930618;FD LO 72110;28320;28320;SIA e;28319;OSH n
29072;F;Efemía Sleggja DK;OSH f;19930618;FD LO 72111;28320;28320;SIA e;28319;OSH n
29073;M;Ögmundur Sleggja DK;OSH b;19930618;FD LO 72112;28320;28320;SIA e;28319;OSH n
29074;M;DK Battlefield's Brown Gjøl Trold;OSH b;19930529;FD LO 73736;33126;33126;OSH n;25549;OSH b
29075;M;Sigtryggur Sleggja DK;OSH n;19930618;FD LO 72114;28320;28320;SIA e;28319;OSH n
29076;M;Sæmundur Sleggja DK;SIA n;19930618;FD LO 72115;28320;28320;SIA e;28319;OSH n
29107;F;Sphinx Rosa;SIA n;19960115;FD LO 85931;10769;10769;SIA n;43278;SIA n 21
29134;M;Klingeskov's Lefkas;SIA n;19930813;FD LO 73394;17991;17991;SIA n;22676;SIA n
29152;F;DK Syvagergård's Icequeen;SIA w 67;19930527;FD RX 8945;26730;26730;BAL a;46768;SIA w 67
29159;F;Angelica's Bright Madonna;SIA b;19890213;FD LO 54488;6823;6823;SIA w 67;16528;SIA n
29163;F;Winnetou's Red Scarlett;SIA d;19970510;FD LO 90166;43331;43331;SIA d 21;56126;SIA e
29166;M;Canasta's Valdinni;OSH b 24;19930905;FD LO 73596;51813;51813;OSH b 24;35823;OSH b 24
29182;F;Bella Donna af Echelle DK;BAL n;19960526;FD LO 85878;39667;39667;BAL a;46651;BAL b
29188;M;DK Smukke Siams Hvide Siegfried;SIA w 67;19930508;FD LO 71804;28254;28254;SIA w 67;33799;SIA w 67
29205;F;Bellamis' Ricci;OSH n;19950420;FD LO 80067;33126;33126;OSH n;53871;OSH n
29208;M;DK Blue Bijou's Misty;SIA n;19930612;FD LO 72383;9716;9716;SIA n;2789;SIA n
29221;M;DK Aslan's Eske;SIA n 21;19980203;FD LO 93462;60684;60684;SIA n;64449;SIA b 21
29237;M;Bøgevænget's Flower Boy;SIA b;19931017;FD LO 74112;23794;23794;SIA d;31938;SIA b 21
29241;M;Astrakhan's Mocca Casmir;SIA n;19951007;FD LO 82952;71057;71057;SIA c 21;40505;SIA n
29262;M;Slagbrandur Sleggja DK;OSH b 24;19920615;FD LO 67499;20473;20473;SIA b 21;28319;OSH n
29283;F;DK Haslund's Sille;OSH n 24;19920218;FD LO 66442;7986;7986;SIA n;25705;OSH b 24
29293;F;DK Dancer Dundee Dawn;SIA b;19940623;FD LO 77134;48841;48841;SIA n;44693;SIA f
29297;M;Misriya's Tobias Tigerdyr;OSH b 24;19930315;FD LO 70932;29298;29298;SIA b 21;20933;OSH b 24
29298;M;Misriya's Pinocchio;SIA b 21;19911102;FD LO 65932;33602;33602;OSH b;15448;SIA n 21
29301;F;Sif af Ølsted;OSH b;19920206;FD LO 66572;7504;7504;SIA b;35000;OSH n 24
29314;F;DK Grønkjær's Anja;SIA b 21;19910219;FD LO 62173;5670;5670;SIA n 21;16750;SIA c
29316;M;Adrayam Pendelfin;SIA a;19910406;FD LO 69039;23522;23522;SIA a;23534;SIA a
29328;M;Klingeskov's Tilos;SIA n;19920615;FD LO 68131;17991;17991;SIA n;22676;SIA n
29336;F;Astrakhan's Braun Brimiso;SIA n;19940920;FD LO 78374;51197;51197;SIA n;40505;SIA n
29337;F;Bøgevænget's Jay;OSH n 24;19930514;FD LO 71878;33126;33126;OSH n;31938;SIA b 21
29350;M;Uruguay Luigi;SIA c 21;19900401;FD LO 58998;6817;6817;SIA b 21;18801;SIA b 21
29386;M;Hamilton's blue Cicero;SIA a;19920208;FD LO 66713;1635;1635;SIA a;12220;SIA c
29387;F;Anthen af Mellemgaard;SIA a;19910430;FD LO 63369;10106;10106;SIA a;6124;SIA a
29416;F;Mjallbjörg Sleggja DK;SIA b 21;19920615;FD LO 67500;20473;20473;SIA b 21;28319;OSH n
29417;M;Ruru's Puki;BAL c;19910814;FD LO 68213;22176;22176;BAL c;22186;BAL j
29429;M;DK Micheyl's Micro;SIA a;19930615;FD LO 72366;29316;29316;SIA a;59857;SIA b
29430;F;Harvey's Hvide Jasmin;SIA w 67;19860222;FD RX 4461;19623;19623;SIA w 67;19624;OSH n 24
29431;F;DK Micheyl's Tera;SIA a;19930615;FD LO 72368;29316;29316;SIA a;59857;SIA b
29434;F;Rebecca af Søholm DK;SIA n;19950812;FD LO 82020;22558;22558;SIA n;44028;SIA n
29439;M;DK Dancer Allicat;OSH n;19930610;FD LO 72799;31537;31537;SIA n;34186;OSH b
29466;F;Albertine af Mis Mali' DK;SIA n;19940720;FD LO 77050;45865;45865;SIA n 21;27771;SIA n
29475;M;Calvin 94-2;SIA w 67;19931116;FD LO 73992;34885;34885;SIA w 67;31885;SIA w 67
29480;M;Angelica's Ciggie-Key;SIA b;19930604;FD LO 72423;22495;22495;SIA b;29159;SIA b
29481;F;Angelica's Camilla-Key;SIA b;19930604;FD LO 72424;22495;22495;SIA b;29159;SIA b
29520;M;Puschkova's Eros;SIA n 21;19940227;FD LO 75635;45865;45865;SIA n 21;28556;SIA n
29552;M;DK Dinasty's Beluga;OSH n;19930228;FD LO 70760;21450;21450;OSH d 24;44493;OSH f
29569;M;Hamilton's Golden Jannic;SIA d;19941028;FD LO 78883;20729;20729;SIA c;32699;SIA f
29577;M;Sphinx China;SIA n;19920409;FD LO 67342;1142;1142;OSH n;31098;SIA n
29580;M;DK O Toyo's Red Smiley;SIA d;19940720;FD LO 77445;41986;41986;SIA n 21;45985;SIA f
29582;F;Tung-Si Hvide Nerie;SIA w 67;19880716;FD LO 52012;647;647;SIA n;20293;SIA w 67
29588;F;DK Kragemose Bellis;SIA n;19971204;FD LO 92560;55543;55543;SIA n;56857;SIA n
29591;F;DK Blue Moon's Cassiopeia;SIA n;19931102;FD LO 74375;22558;22558;SIA n;22627;SIA n
29594;F;DK Misbehavin' Nicoline;SIA n;19931115;FD LO 74416;29316;29316;SIA a;59857;SIA b
29613;F;DK Siaental Rose Royce;OSH n;19941119;FD LO 79420;35602;35602;OSH as;34185;OSH n
29726;F;DK Vendill's Jussi;SIA n;19970619;FD RX 12142;49636;49636;SIA a 21;51849;BAL n
29752;M;Nissen's Fernaldo;OSH b;19930903;FD LO 73385;1713;1713;OSH b;22146;SIA n 21
29754;M;DK Kaliffen's Bastian;OSH b;19931022;FD LO 74170;28237;28237;OSH n;18813;SIA h
29755;M;Jökull Ur álögum DK;SIA n 21;19930704;FD RX 9013;24064;24064;BAL a;29416;SIA b 21
29759;M;Logi Ur álögum DK;SIA b 21;19930704;FD RX 9017;24064;24064;BAL a;29416;SIA b 21
29760;F;Saga Ur álögum DK;SIA b 21;19930704;FD RX 9018;24064;24064;BAL a;29416;SIA b 21
29761;F;Glód Ur álögum DK;SIA b 21;19930704;FD RX 9019;24064;24064;BAL a;29416;SIA b 21
29776;M;Paddy Brimiso;SIA b;19970702;FD LO 91144;60682;60682;SIA b;65310;SIA n
29777;M;Nissen's Goofy;OSH n;19931015;FD LO 73910;1713;1713;OSH b;26153;SIA a
29795;M;Santiago's Cliff;SIA n;19930918;FD LO 74027;11292;11292;SIA n;39453;SIA n
29802;M;Canasta's Beethoven;OSH b 24;19930905;FD LO 73594;51813;51813;OSH b 24;35823;OSH b 24
29820;M;Victor of Solija DK;SIA c 21;19930125;FD RX 8603;17904;17904;BAL a;26309;SIA c 21
29831;M;DK Dinasty's Anton;OSH a;19930228;FD LO 70761;21450;21450;OSH d 24;44493;OSH f
29842;F;Winnetou's Miamaja;SIA n 21;19950526;FD LO 80778;46056;46056;OSH a 24;63833;SIA n
29843;F;Ophelia Bagheera af Tin-Po;SIA n;19911231;FD LO 66255;10106;10106;SIA a;17906;OSH n
